Name,Movie_url,Poster_url,Year,Category,Run_Time,Rating,Storyline,Index
Mr. Skeffington,https://www.imdb.com/title/tt0037094/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTMxYmVlZWItYWU4Ny00NDE3LTg2NjctNDQwM2U4ODc0MWFkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX140_CR0,0,140,209_AL_.jpg",1944,"Drama, Romance            ",146 min,7.6,"Popular and beautiful Fanny Trellis is forced into a loveless marriage with an older man, Jewish banker Job Skeffington, in order to save her beloved brother Trippy from an embezzlement charge.",2272
Pickup on South Street,https://www.imdb.com/title/tt0046187/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTJmYjMwMWItODMzNC00M2M3LTk1NzEtMjg2YjI1MmFlZDM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",1953,"Crime, Film-Noir, Mystery            ",80 min,7.6,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,2273
My American Uncle,https://www.imdb.com/title/tt0081176/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTM2MjNjZjYtMGQ5NC00YTRmLTliNDUtYzAwNDIxY2VlOTRhXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UY209_CR8,0,140,209_AL_.jpg",1980,"Comedy, Drama, Romance            ",125 min,7.6,The intersecting stories of three people who face difficult choices in life-changing situations are used to illustrate the theories espoused by Henri Laborit about human behavior and the relationship between the self and society.,2274
Boys State,https://www.imdb.com/title/tt11095742/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BN2JmMzA1OTgtYTJmMC00Y2Q2LTg2ZWQtMzg2MWQ4MjFmODZkXkEyXkFqcGdeQXVyMjAwNTYzNDg@._V1_UX140_CR0,0,140,209_AL_.jpg",2020,Documentary            ,109 min,7.6,A thousand 17-year-old boys from Texas join together to build a representative government from the ground up.,2275
Miracle in Milan,https://www.imdb.com/title/tt0043809/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjE1OTMxNjMtNTE4ZS00ZTQ4LWIyYjUtZTViYzRmYWFhODZkXkEyXkFqcGdeQXVyMTExMTE3NDg5._V1_UY209_CR0,0,140,209_AL_.jpg",1951,"Comedy, Drama, Fantasy            ",97 min,7.6,"An open-hearted, unrelentingly energetic orphan struggles to make the best of his life on the streets of Milan.",2276
Fox and His Friends,https://www.imdb.com/title/tt0072976/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTQxN2QwZDctY2Q5OC00MmNjLWI0NTYtNjdjNTA5MDkzNDA5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY209_CR4,0,140,209_AL_.jpg",1975,"Crime, Drama, Romance            ",123 min,7.6,A suggestible working-class innocent wins the lottery but lets himself be taken advantage of by his bourgeois new boyfriend and his circle of materialistic friends.,2277
Seance on a Wet Afternoon,https://www.imdb.com/title/tt0058557/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDA3N2Y3ODItNzM1NS00M2Y5LTljMDUtZDQxNTYyOGM0ODk2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX140_CR0,0,140,209_AL_.jpg",1964,"Crime, Drama            ",115 min,7.6,A medium and her husband stage a kidnapping in order for her to pretend to solve the crime and achieve fame.,2278
The Green Ray,https://www.imdb.com/title/tt0091830/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMDU3NmE3MDEtODY0Ni00NDdhLThhYzMtZTM0YjUzMmY1ZTFiXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY209_CR8,0,140,209_AL_.jpg",1986,"Drama, Romance            ",99 min,7.6,"It's July, and Delphine has nowhere to go for the summer. She feels very bored and ""empty"", but this won't last; one day she accidently meets someone who seems to be totally made for her...",2279
Taipei Story,https://www.imdb.com/title/tt0089866/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYWNlMzVhN2EtYzMwNS00MWUxLWEwMDYtYjY5N2NiOWFmMmZkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY209_CR1,0,140,209_AL_.jpg",1985,Drama            ,119 min,7.6,"Lung is a former member of the national Little League team who lives with his old childhood sweetheart Ah-chin, a traditional family woman. Although they live together, Ah-chin is weary of Lung's past liaison with another girl.",2280
Ulysses' Gaze,https://www.imdb.com/title/tt0114863/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTYyM2EyNWEtOGU3MS00ZDEzLWFhMGEtZDRhMjk2MDBkMDA2XkEyXkFqcGdeQXVyODU4MzMxNDg@._V1_UX140_CR0,0,140,209_AL_.jpg",1995,"Drama, War            ",176 min,7.6,An exiled filmmaker finally returns to his home country where former mysteries and afflictions of his early life come back to haunt him once more.,2281
The Prisoner of Zenda,https://www.imdb.com/title/tt0029442/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODA1YjlmZmEtNWI3MC00ZDQ3LTgxODAtZWQ3NmYyOGYzNzI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1937,"Adventure, Drama, Romance            ",101 min,7.6,"An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",2282
The Red and the White,https://www.imdb.com/title/tt0061537/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjhiNThmZjAtNzg2Yi00MmE4LWJhMTgtMGVkNmY2ZTRlZTU2XkEyXkFqcGdeQXVyNjM0NzMyNTQ@._V1_UY209_CR5,0,140,209_AL_.jpg",1967,"Drama, War            ",90 min,7.6,"During the Russian Civil War, the Red Army - aided by Hungarian Communists - and the White Army fight for control of the area surrounding the Volga.",2283
The Truth,https://www.imdb.com/title/tt0054452/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTY5ODRiN2YtODNhNC00N2MwLTllM2QtMTBkNDkxMTlhNzNhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",1960,Drama            ,127 min,7.6,"A liberated small-town girl and the family's black sheep moves to Paris with her sister, only to find herself standing trial for the shocking murder of her young lover. Was his killing premeditated or was this a crime of passion?",2284
The Heart Is a Lonely Hunter,https://www.imdb.com/title/tt0063050/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOGNhYzE5ZWUtNDQwOS00OGIzLWE2YTEtNzExN2EyYzdhMDBjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",1968,Drama            ,123 min,7.6,"When deaf-mute Singer moves to a new town to be near his hospitalized friend, he makes an indelible impression on the lives of those around him.",2285
The Endless Summer,https://www.imdb.com/title/tt0060371/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjEzODQ1Njg4M15BMl5BanBnXkFtZTgwODIyOTcwMjE@._V1_UY209_CR0,0,140,209_AL_.jpg",1966,"Documentary, Sport            ",95 min,7.6,"The crown jewel to ten years of Bruce Brown surfing documentaries. Brown follows two young surfers around the world in search of the perfect wave, and ends up finding quite a few in addition to some colorful local characters.",2286
The Sea Hawk,https://www.imdb.com/title/tt0033028/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYWQ2NWM1OWUtMDU1Mi00MTRiLTlmYjItZDU5ZWQyODc2MzM4XkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_UX140_CR0,0,140,209_AL_.jpg",1940,"Action, Adventure, History            ",127 min,7.6,"Geoffrey Thorpe, a buccaneer, is hired by Queen Elizabeth I to nag the Spanish Armada. The Armada is waiting for the attack on England and Thorpe surprises them with attacks on their galleons where he shows his skills on the sword.",2287
Memories of Underdevelopment,https://www.imdb.com/title/tt0063291/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTczNzY4MjI0MV5BMl5BanBnXkFtZTgwOTc1ODEzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",1968,Drama            ,97 min,7.6,A Cuban man cycles through his opinions and memories as the threat of foreign invasion intensifies and the rest of his family moves to Miami.,2288
Accattone,https://www.imdb.com/title/tt0054599/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjY2MzhmOTItMWJiNi00YmRjLTg2MDgtODY4NWM1ZDY4MGUyXkEyXkFqcGdeQXVyMzQ5Njc3OTg@._V1_UY209_CR5,0,140,209_AL_.jpg",1961,Drama            ,117 min,7.6,A pimp with no other means to provide for himself finds his life spiraling out of control when his prostitute is sent to prison.,2289
Public Speaking,https://www.imdb.com/title/tt1734477/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTM2ODE2MjIwMl5BMl5BanBnXkFtZTcwNzQxNjAxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg",2010,Documentary            ,84 min,7.6,"A feature-length documentary starring Fran Lebowitz, a writer known for her unique take on modern life. The film weaves together extemporaneous monologues with archival footage and the ...                See full summary »",2290
Destry Rides Again,https://www.imdb.com/title/tt0031225/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODZjYTBkMzMtZDUyNS00ZDUxLTljN2QtYzUwMTRiOGFkNDkzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1939,"Comedy, Western            ",95 min,7.6,"Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.",2291
Drunken Angel,https://www.imdb.com/title/tt0040979/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYWU2ZGQ5ODItMmMyYS00MTlmLWE4MGItYzViNmRlYWVhOWRlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR4,0,140,209_AL_.jpg",1948,"Crime, Drama, Romance            ",102 min,7.6,A drunken doctor with a hot temper and a violence-prone gangster with tuberculosis form a quicksilver bond.,2292
The Narrow Margin,https://www.imdb.com/title/tt0044954/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTMyN2EwZWYtYTRlZS00NjU3LWFiNDgtOWI2YTMwMGY3Mzc5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1952,"Crime, Drama, Film-Noir            ",71 min,7.6,A woman planning to testify against the mob must be protected against their assassins on the train trip from Chicago to Los Angeles.,2293
The Snake Pit,https://www.imdb.com/title/tt0040806/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNjc5ODU3YzItN2JmZS00ZmY2LWFmNGItYzBhYzA0NWI2MzIwXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY209_CR2,0,140,209_AL_.jpg",1948,"Drama, Mystery            ",108 min,7.6,A detailed chronicle of a woman during her stay in a mental institution.,2294
Fireworks Wednesday,https://www.imdb.com/title/tt0845439/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTU3MTIzNDA1MV5BMl5BanBnXkFtZTgwNzAwMDY2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg",2006,"Drama, Mystery, Romance            ",102 min,7.6,"On the last Wednesday before the spring solstice ushers in the Persian New Year, people set off fireworks following an ancient Zoroastrian tradition. Rouhi, spending her first day at a new job, finds herself in the midst of a different kind of fireworks -- a domestic dispute between her new boss and his wife.",2295
Closely Watched Trains,https://www.imdb.com/title/tt0060802/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmQ5MDdlMjktYzVmNy00YzNmLWFiY2QtYzI3ZDE2ZDZiNjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1966,"Comedy, Drama, Romance            ",92 min,7.6,An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform.,2296
Italianamerican,https://www.imdb.com/title/tt0071680/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOTE1NjcyMDUtMGZmMi00ODE0LWFlMTQtOTc5N2RjNjI5NzFmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",1974,Documentary            ,49 min,7.6,Martin Scorsese interviews his mother and father about their life in New York City and the family history back in Sicily. These are two people who have lived together for a long time and know each other very well.,2297
Damnation,https://www.imdb.com/title/tt0095475/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWM0MTIzYzYtZWFlNS00OThhLTkzNDQtNTI1ODliMzRhMmRlXkEyXkFqcGdeQXVyMjc0MjUzMzU@._V1_UY209_CR1,0,140,209_AL_.jpg",1988,"Crime, Drama, Romance            ",120 min,7.6,A lonely barfly falls in love with a married bar singer.,2298
All That Money Can Buy,https://www.imdb.com/title/tt0033532/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzRjNzk3NDUtNDU1Mi00NDA1LWI2Y2YtZjk0ZmJiZjZkN2FkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1941,"Drama, Fantasy, Romance            ",107 min,7.6,"A nineteenth-century New Hampshire farmer makes a pact with Satan for economic success, then enlists famed orator Daniel Webster to extract him from his contract.",2299
"Lacombe, Lucien",https://www.imdb.com/title/tt0071733/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDUyMzM2ZmItNTM5Ni00NmQyLTk1YTktYzUyNjZhMWE4ODM0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX140_CR0,0,140,209_AL_.jpg",1974,"Drama, War            ",138 min,7.6,"In 1944, an 18-year old boy from small-town France, collaborates with the Gestapo and subsequently falls in love with a Jewish girl.",2300
The Song Remains the Same,https://www.imdb.com/title/tt0075244/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTVjMzQ0YjYtY2ViMy00ZmQzLWJjYmYtMWJhZGI3ODgwMmZiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",1976,"Documentary, Music            ",137 min,7.6,The line forms here for the world's greatest and possibly most influential band--Led Zeppelin. This mesmerizing movie built around Zep's famed 1973 concerts at New York's Madison Square Garden is convincing proof why.,2301
Happy Hour,https://www.imdb.com/title/tt4780662/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNzMxMTRkNDEtNGU0YS00NzUyLWFlNWQtYjJkYzNmYmUzYzk2XkEyXkFqcGdeQXVyNTY0MDQ0ODI@._V1_UY209_CR4,0,140,209_AL_.jpg",2015,Drama            ,317 min,7.6,A slow-burning epic chronicling the emotional journey of four thirty something women in the misty seaside city of Kobe.,2302
The Big Clock,https://www.imdb.com/title/tt0040160/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjM0ODQ2N2ItNDRmMC00MjZkLWI1NmUtN2U5NTI4MGEzMmE5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1948,"Crime, Drama, Film-Noir            ",95 min,7.6,"A magazine tycoon commits a murder and pins it on an innocent man, who then tries to solve the murder himself.",2303
Men with Guns,https://www.imdb.com/title/tt0119657/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BODAxYzg4YjItYWRiMS00YWJjLTk5ZmMtNjNiYmY2MTM4ZGIxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",1997,"Adventure, Drama            ",127 min,7.6,"Humberto Fuentes is a wealthy doctor whose wife has recently died. In spite of the advice of his children, he takes a trip to visit his former students who now work in impoverished villages...                See full summary »",2304
Dogtown and Z-Boys,https://www.imdb.com/title/tt0275309/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWFmZWUxZTQtMjJkZi00ZGIzLWI0NjItNzJmZTQ4ZDAyNDU3XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_UY209_CR0,0,140,209_AL_.jpg",2001,"Documentary, Sport            ",91 min,7.6,Documentary about the pioneering 1970s Zephyr skating team.,2305
Portrait of Jennie,https://www.imdb.com/title/tt0040705/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDMxOTZhMWYtOWMwNi00YjI1LTg1YzEtY2VmNWNhOTIxZjIxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1948,"Drama, Fantasy, Mystery            ",86 min,7.6,"In Depression-era New York, an impoverished painter has a chance encounter with an enigmatic, old-fashioned little girl in Central Park who inspires him and changes his destiny.",2306
Beautiful City,https://www.imdb.com/title/tt0424434/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTIxNWY1YmYtZjlhMi00N2UwLTliZjYtOTg1NTE1MjYzZTljXkEyXkFqcGdeQXVyMTAxODQ2NDU1._V1_UY209_CR0,0,140,209_AL_.jpg",2004,"Drama, Romance            ",98 min,7.6,"In Islamic Iran, how much is a woman worth in comparison with a man, and who pays the difference? This film is tale of vengeance, labyrinthine judicial procedure & the concept of ""blood money.""",2307
Metro Manila,https://www.imdb.com/title/tt1845838/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDc5MTE4MjcxMV5BMl5BanBnXkFtZTcwNDYzMDk3OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",2013,"Crime, Drama            ",115 min,7.6,"This riveting crime thriller follows Oscar, a recent emigrant to Manila who gets pulled into a harrowing world of corruption and violence when he takes a job as an armored car driver to support his family (in Tagalog w/ English subtitles).",2308
Shooting Dogs,https://www.imdb.com/title/tt0420901/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTM4NjA2MTAwNl5BMl5BanBnXkFtZTcwMzc0NzI0MQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",2005,"Drama, History, War            ",115 min,7.6,A Catholic Priest and an English teacher get stranded in a school in Kigali during the 1994 Rwandan genocide.,2309
Whistle Down the Wind,https://www.imdb.com/title/tt0055618/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZmE5MjEwMGEtZWI4Ni00MGNjLThlMmYtNjgxZDhjYTk5NWI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1961,"Crime, Drama            ",99 min,7.6,"When an injured wife murderer takes refuge on a remote Lancashire farm, the owner's three children mistakenly believe him to be the Second Coming of Christ.",2310
A Pure Formality,https://www.imdb.com/title/tt0110917/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTg4NzkxZmItOWI0OS00MmRkLWExZGYtZWNhOTgwYzZhMTk4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",1994,"Crime, Drama, Thriller            ",108 min,7.6,"Onoff is a famous writer who hasn't published any new books for quite some time and has become a recluse. When he is picked up by the police one stormy night, without any identification, ...                See full summary »",2311
The Magician,https://www.imdb.com/title/tt0051365/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzU0MDQ5ZjEtYmQ0MS00ZDA0LTkxNDEtODUzOTUyOWYxMzQzXkEyXkFqcGdeQXVyODQ0OTczOQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",1958,"Comedy, Drama            ",101 min,7.6,"A traveling magician and his assistants are persecuted by authorities in Sweden of the 19th century. Their capture, however, didn't bring victory to those in power.",2312
Westward the Women,https://www.imdb.com/title/tt0044205/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTQyOGE1ZWQtNTMxZi00YWJjLTk5YmQtZTUzMDdlZjgyOTk1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1951,"Adventure, Drama, Western            ",118 min,7.6,A trail guide escorts a group of women from Chicago to California to marry men that have recently begun settling there.,2313
I've Loved You So Long,https://www.imdb.com/title/tt1068649/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTY1Njg2ODI1Ml5BMl5BanBnXkFtZTcwMzkzNzQ5MQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",2008,Drama            ,117 min,7.6,A woman struggles to interact with her family and find her place in society after spending fifteen years in prison.,2314
The Incident,https://www.imdb.com/title/tt0061814/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMmVlZDFiMjAtOTFhMi00MTg2LWFkOTMtZWIyNTY3ZDBjMmM4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",1967,"Crime, Drama, Thriller            ",107 min,7.6,"Late one night, two young toughs hold hostage the passengers in one car of a New York subway train.",2315
Obsession,https://www.imdb.com/title/tt0035160/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZWQyMTFkMTUtM2VjMi00YTM5LTk5YmEtMWIyZDQ3NmMyYWNkXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR3,0,140,209_AL_.jpg",1943,"Crime, Drama, Romance            ",140 min,7.6,"Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband.",2316
Olympia Part Two: Festival of Beauty,https://www.imdb.com/title/tt0030523/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTAxZTk0NmItOTA2NS00MDczLWI3MzktMzk0NzA0OTdjNThiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",1938,"Documentary, Sport            ",90 min,7.6,"The document of the 1936 Olympics at Berlin, orchestrated as Nazi propaganda.",2317
Paisan,https://www.imdb.com/title/tt0038823/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BZTI2NmNjNGItZDc4OC00YTI4LTkxYzItNmMxNzg3MWI4ZjYwXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY209_CR4,0,140,209_AL_.jpg",1946,"Drama, War            ",120 min,7.6,American military personnel interact warily with a variety of Italian locals over a year and a half in the push north during the Italian Campaign of WWII as German forces make their retreat.,2318
Aferim!,https://www.imdb.com/title/tt4374460/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTgxNjA5MDkzNF5BMl5BanBnXkFtZTgwMTUyNzA5NDE@._V1_UY209_CR3,0,140,209_AL_.jpg",2015,"Adventure, Comedy, Drama            ",108 min,7.6,"Set in early 19th century Romania, a policeman, Costandin, is hired by a nobleman to find a Gypsy slave who has run away from his estate after having an affair with his wife.",2319
Bitter Rice,https://www.imdb.com/title/tt0040737/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNmI3OWQ3YmMtOWM0NS00ODUwLTk1MDQtZTUzNThhOWY2NmE4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY209_CR4,0,140,209_AL_.jpg",1949,"Crime, Drama            ",108 min,7.6,Two criminals on the run end up working in a rice field and decide to recruit other workers for their next robbery.,2320
The Silence of the Sea,https://www.imdb.com/title/tt0039822/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMWJjM2ZkZTEtZDM0My00YzU2LWEzNTMtMWExNDY3OWNmYjlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR4,0,140,209_AL_.jpg",1949,"Drama, Romance, War            ",87 min,7.6,"1941 in a small town in Nazi occupied France. Against the will of its elderly male and his adult niece residents, the Nazis commandeer a house for one of their officers, Lt. Werner von ...                See full summary »",2321
Strike,https://www.imdb.com/title/tt0015361/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMzRmZjY3MTQtMTBmYS00MDJlLWJmMWUtZjE0YWMxNTVkMTNkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",1925,Drama            ,82 min,7.6,A group of oppressed factory workers go on strike in pre-revolutionary Russia.,2322
Flesh and the Devil,https://www.imdb.com/title/tt0016884/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNWYzZjA1MWEtOGUxZi00ZjUxLTg0YTAtZGUxNDc2MmQxM2JjXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",1926,Drama            ,112 min,7.6,Childhood friends are torn apart when one of them marries the woman the other fiercely loves.,2323
The Intruder,https://www.imdb.com/title/tt0055019/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BOWU5NGNkNTEtNTBiNi00YjZjLThmYmMtMWVlN2NmYWU3OTMzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",1962,Drama            ,84 min,7.6,"A charismatic ""social reformer"" rallies the white populace of a Southern town to oppose school integration, but he soon finds himself in a situation that he cannot control.",2324
The Devil and Miss Jones,https://www.imdb.com/title/tt0033533/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMjA5MzFkYjUtMmFiZi00NTk2LWEzMmQtNzJmODNhMDA2Y2E1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY209_CR2,0,140,209_AL_.jpg",1941,"Comedy, Romance            ",92 min,7.6,"A tycoon goes undercover to ferret out agitators at a department store, but gets involved in their lives instead.",2325
Bob the Gambler,https://www.imdb.com/title/tt0047892/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BMTQxNTUxNzM5Ml5BMl5BanBnXkFtZTgwMDMwMDkwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",1956,"Crime, Drama, Thriller            ",98 min,7.6,"After losing big, an aging gambler decides to assemble a team to rob a casino.",2326
"Throw Away Your Books, Rally in the Streets",https://www.imdb.com/title/tt0228853/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYTllNTg5ZDUtODZmZC00Y2M1LWJiYjAtZWQ5ZDg1ZmQ3ZmVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY209_CR3,0,140,209_AL_.jpg",1971,"Drama, Music            ",137 min,7.6,"An angst-ridden teen dealing with his dysfunctional family hits the streets. The story is inter-cut with various psychedelic, energetic vignettes.",2327
I Knew Her Well,https://www.imdb.com/title/tt0060545/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNTQyZGVjNTgtMzliNS00YjE4LWFhNDctOTE1ZTFhODM3ZGYwXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_UY209_CR3,0,140,209_AL_.jpg",1965,Drama            ,115 min,7.6,"Adriana, a naive Italian country girl, moves to Rome to become a movie star and experiences the dark side of the business.",2328
Way Out West,https://www.imdb.com/title/tt0029747/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BNDEyODUyMDQtMWYzNi00MjkzLTk1MjktZTkzY2IyYTE1MjdhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",1937,"Comedy, Family, Western            ",66 min,7.6,"Stanley and Ollie are enlisted to deliver the deed to a goldmine in a small village, only for it to be stolen.",2329
The Twelve Tasks of Asterix,https://www.imdb.com/title/tt0072901/?ref_=ttls_li_i,"https://m.media-amazon.com/images/M/MV5BYjZlOWFmMTMtMTRkNy00NDA0LTg2YTUtZWM1ZDYzY2VhYjU3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",1976,"Animation, Adventure, Comedy            ",82 min,7.6,Asterix and Obelix are tasked by Julius Caesar with accomplishing twelve impossible labors to determine the fate of their indomitable Gaulish village.,2330
